"Notes","County","County Code","Year","Year Code",Deaths,Population,Crude Rate
,"Gunnison County, CO","08051","2019","2019",Suppressed,17462,Suppressed
,"Gunnison County, CO","08051","2020","2020",Suppressed,17593,Suppressed
,"Gunnison County, CO","08051","2021","2021",Suppressed,17281,Suppressed
,"Gunnison County, CO","08051","2022","2022",Suppressed,17267,Suppressed
,"Gunnison County, CO","08051","2023 ","2023",Suppressed,17321,Suppressed
,"Hinsdale County, CO","08053","2018","2018",0,811,Unreliable
,"Hinsdale County, CO","08053","2019","2019",0,820,Unreliable
,"Hinsdale County, CO","08053","2020","2020",0,808,Unreliable
,"Hinsdale County, CO","08053","2021","2021",0,781,Unreliable
,"Hinsdale County, CO","08053","2022","2022",0,775,Unreliable
,"Hinsdale County, CO","08053","2023 ","2023",0,765,Unreliable
,"Huerfano County, CO","08055","2018","2018",Suppressed,6889,Suppressed
,"Huerfano County, CO","08055","2019","2019",0,6897,Unreliable
,"Huerfano County, CO","08055","2020","2020",Suppressed,6883,Suppressed
,"Huerfano County, CO","08055","2021","2021",Suppressed,6920,Suppressed
,"Huerfano County, CO","08055","2022","2022",Suppressed,7082,Suppressed
,"Huerfano County, CO","08055","2023 ","2023",Suppressed,7055,Suppressed
,"Jackson County, CO","08057","2018","2018",0,1399,Unreliable
,"Jackson County, CO","08057","2019","2019",0,1392,Unreliable
,"Jackson County, CO","08057","2020","2020",0,1389,Unreliable
,"Jackson County, CO","08057","2021","2021",0,1363,Unreliable
,"Jackson County, CO","08057","2022","2022",0,1302,Unreliable
,"Jackson County, CO","08057","2023 ","2023",Suppressed,1309,Suppressed
,"Jefferson County, CO","08059","2018","2018",117,580233,20.164313302
,"Jefferson County, CO","08059","2019","2019",112,582881,19.214899782
,"Jefferson County, CO","08059","2020","2020",116,583283,19.887430287
,"Jefferson County, CO","08059","2021","2021",150,579581,25.880765588
,"Jefferson County, CO","08059","2022","2022",127,576143,22.043138596
,"Jefferson County, CO","08059","2023 ","2023",109,576366,18.911594369
,"Kiowa County, CO","08061","2018","2018",Suppressed,1383,Suppressed
,"Kiowa County, CO","08061","2019","2019",Suppressed,1406,Suppressed
,"Kiowa County, CO","08061","2020","2020",0,1458,Unreliable
,"Kiowa County, CO","08061","2021","2021",0,1452,Unreliable
,"Kiowa County, CO","08061","2022","2022",0,1424,Unreliable
,"Kiowa County, CO","08061","2023 ","2023",0,1384,Unreliable
,"Kit Carson County, CO","08063","2018","2018",Suppressed,7163,Suppressed
,"Kit Carson County, CO","08063","2019","2019",Suppressed,7097,Suppressed
,"Kit Carson County, CO","08063","2020","2020",Suppressed,7121,Suppressed
,"Kit Carson County, CO","08063","2021","2021",Suppressed,6950,Suppressed
,"Kit Carson County, CO","08063","2022","2022",Suppressed,6961,Suppressed
,"Kit Carson County, CO","08063","2023 ","2023",Suppressed,6994,Suppressed
,"Lake County, CO","08065","2018","2018",Suppressed,7824,Suppressed
,"Lake County, CO","08065","2019","2019",Suppressed,8127,Suppressed
,"Lake County, CO","08065","2020","2020",Suppressed,7987,Suppressed
,"Lake County, CO","08065","2021","2021",Suppressed,7407,Suppressed
,"Lake County, CO","08065","2022","2022",Suppressed,7327,Suppressed
,"Lake County, CO","08065","2023 ","2023",Suppressed,7365,Suppressed
,"La Plata County, CO","08067","2018","2018",14,56310,Unreliable
,"La Plata County, CO","08067","2019","2019",11,56221,Unreliable
,"La Plata County, CO","08067","2020","2020",13,56564,Unreliable
,"La Plata County, CO","08067","2021","2021",13,56250,Unreliable
,"La Plata County, CO","08067","2022","2022",17,56607,Unreliable
,"La Plata County, CO","08067","2023 ","2023",Suppressed,56407,Suppressed
,"Larimer County, CO","08069","2018","2018",82,350518,23.393948385
,"Larimer County, CO","08069","2019","2019",82,356899,22.975687800
,"Larimer County, CO","08069","2020","2020",82,360428,22.750729688
,"Larimer County, CO","08069","2021","2021",76,362533,20.963608830
,"Larimer County, CO","08069","2022","2022",77,366778,20.993625572
,"Larimer County, CO","08069","2023 ","2023",61,370771,16.452203651
,"Las Animas County, CO","08071","2018","2018",Suppressed,14503,Suppressed
,"Las Animas County, CO","08071","2019","2019",Suppressed,14506,Suppressed
,"Las Animas County, CO","08071","2020","2020",Suppressed,14420,Suppressed
,"Las Animas County, CO","08071","2021","2021",Suppressed,14633,Suppressed
,"Las Animas County, CO","08071","2022","2022",Suppressed,14327,Suppressed
,"Las Animas County, CO","08071","2023 ","2023",Suppressed,14348,Suppressed
,"Lincoln County, CO","08073","2018","2018",Suppressed,5610,Suppressed
,"Lincoln County, CO","08073","2019","2019",Suppressed,5701,Suppressed
,"Lincoln County, CO","08073","2020","2020",Suppressed,5680,Suppressed
,"Lincoln County, CO","08073","2021","2021",0,5688,Unreliable
,"Lincoln County, CO","08073","2022","2022",0,5510,Unreliable
,"Lincoln County, CO","08073","2023 ","2023",0,5480,Unreliable
,"Logan County, CO","08075","2018","2018",Suppressed,21528,Suppressed
,"Logan County, CO","08075","2019","2019",Suppressed,22409,Suppressed
,"Logan County, CO","08075","2020","2020",Suppressed,21974,Suppressed
,"Logan County, CO","08075","2021","2021",Suppressed,21487,Suppressed
,"Logan County, CO","08075","2022","2022",Suppressed,20823,Suppressed
,"Logan County, CO","08075","2023 ","2023",Suppressed,20619,Suppressed
,"Mesa County, CO","08077","2018","2018",55,153207,35.899142990
,"Mesa County, CO","08077","2019","2019",46,154210,29.829453343
,"Mesa County, CO","08077","2020","2020",43,155603,27.634428642
,"Mesa County, CO","08077","2021","2021",54,157335,34.321670321
,"Mesa County, CO","08077","2022","2022",54,158636,34.040192642
,"Mesa County, CO","08077","2023 ","2023",47,159681,29.433683406
,"Mineral County, CO","08079","2018","2018",0,776,Unreliable
,"Mineral County, CO","08079","2019","2019",0,769,Unreliable
,"Mineral County, CO","08079","2020","2020",0,773,Unreliable
,"Mineral County, CO","08079","2021","2021",Suppressed,924,Suppressed
,"Mineral County, CO","08079","2022","2022",0,931,Unreliable
,"Mineral County, CO","08079","2023 ","2023",Suppressed,944,Suppressed
,"Moffat County, CO","08081","2018","2018",Suppressed,13188,Suppressed
,"Moffat County, CO","08081","2019","2019",Suppressed,13283,Suppressed
,"Moffat County, CO","08081","2020","2020",Suppressed,13144,Suppressed
,"Moffat County, CO","08081","2021","2021",Suppressed,13185,Suppressed
,"Moffat County, CO","08081","2022","2022",Suppressed,13177,Suppressed
,"Moffat County, CO","08081","2023 ","2023",Suppressed,13327,Suppressed
,"Montezuma County, CO","08083","2018","2018",13,26158,Unreliable
,"Montezuma County, CO","08083","2019","2019",Suppressed,26183,Suppressed
,"Montezuma County, CO","08083","2020","2020",10,26408,Unreliable
,"Montezuma County, CO","08083","2021","2021",Suppressed,26175,Suppressed
,"Montezuma County, CO","08083","2022","2022",Suppressed,26468,Suppressed
,"Montezuma County, CO","08083","2023 ","2023",Suppressed,26531,Suppressed
,"Montrose County, CO","08085","2018","2018",18,42214,Unreliable
,"Montrose County, CO","08085","2019","2019",16,42758,Unreliable
,"Montrose County, CO","08085","2020","2020",13,43322,Unreliable
,"Montrose County, CO","08085","2021","2021",21,43168,48.647146034
,"Montrose County, CO","08085","2022","2022",18,43811,Unreliable
,"Montrose County, CO","08085","2023 ","2023",17,44156,Unreliable
,"Morgan County, CO","08087","2018","2018",Suppressed,28558,Suppressed
,"Morgan County, CO","08087","2019","2019",Suppressed,29068,Suppressed
,"Morgan County, CO","08087","2020","2020",Suppressed,28941,Suppressed
,"Morgan County, CO","08087","2021","2021",Suppressed,29008,Suppressed
,"Morgan County, CO","08087","2022","2022",Suppressed,29239,Suppressed
,"Morgan County, CO","08087","2023 ","2023",Suppressed,29524,Suppressed
,"Otero County, CO","08089","2018","2018",Suppressed,18432,Suppressed
,"Otero County, CO","08089","2019","2019",Suppressed,18278,Suppressed
,"Otero County, CO","08089","2020","2020",Suppressed,18201,Suppressed
,"Otero County, CO","08089","2021","2021",10,18594,Unreliable
,"Otero County, CO","08089","2022","2022",Suppressed,18303,Suppressed
,"Otero County, CO","08089","2023 ","2023",Suppressed,18136,Suppressed
,"Ouray County, CO","08091","2018","2018",Suppressed,4833,Suppressed
,"Ouray County, CO","08091","2019","2019",Suppressed,4952,Suppressed
,"Ouray County, CO","08091","2020","2020",0,5001,Unreliable
,"Ouray County, CO","08091","2021","2021",Suppressed,5035,Suppressed
,"Ouray County, CO","08091","2022","2022",Suppressed,5100,Suppressed
,"Ouray County, CO","08091","2023 ","2023",Suppressed,5176,Suppressed
,"Park County, CO","08093","2018","2018",Suppressed,18556,Suppressed
,"Park County, CO","08093","2019","2019",15,18845,Unreliable
,"Park County, CO","08093","2020","2020",Suppressed,18955,Suppressed
,"Park County, CO","08093","2021","2021",Suppressed,17720,Suppressed
,"Park County, CO","08093","2022","2022",Suppressed,17939,Suppressed
,"Park County, CO","08093","2023 ","2023",Suppressed,18117,Suppressed
,"Phillips County, CO","08095","2018","2018",0,4286,Unreliable
,"Phillips County, CO","08095","2019","2019",0,4265,Unreliable
,"Phillips County, CO","08095","2020","2020",Suppressed,4367,Suppressed
,"Phillips County, CO","08095","2021","2021",0,4512,Unreliable
,"Phillips County, CO","08095","2022","2022",0,4449,Unreliable
,"Phillips County, CO","08095","2023 ","2023",0,4476,Unreliable
,"Pitkin County, CO","08097","2018","2018",Suppressed,17950,Suppressed
,"Pitkin County, CO","08097","2019","2019",Suppressed,17767,Suppressed
,"Pitkin County, CO","08097","2020","2020",Suppressed,17894,Suppressed
,"Pitkin County, CO","08097","2021","2021",Suppressed,17348,Suppressed
,"Pitkin County, CO","08097","2022","2022",Suppressed,16876,Suppressed
,"Pitkin County, CO","08097","2023 ","2023",Suppressed,16640,Suppressed
,"Prowers County, CO","08099","2018","2018",Suppressed,12164,Suppressed
,"Prowers County, CO","08099","2019","2019",Suppressed,12172,Suppressed
,"Prowers County, CO","08099","2020","2020",Suppressed,12106,Suppressed
,"Prowers County, CO","08099","2021","2021",Suppressed,11996,Suppressed
,"Prowers County, CO","08099","2022","2022",Suppressed,11854,Suppressed
,"Prowers County, CO","08099","2023 ","2023",Suppressed,11751,Suppressed
,"Pueblo County, CO","08101","2018","2018",45,167529,26.861021077
,"Pueblo County, CO","08101","2019","2019",50,168424,29.686980478
,"Pueblo County, CO","08101","2020","2020",54,169823,31.797813017
,"Pueblo County, CO","08101","2021","2021",53,169622,31.245946870
,"Pueblo County, CO","08101","2022","2022",49,169544,28.901052234
,"Pueblo County, CO","08101","2023 ","2023",49,169422,28.921863749
,"Rio Blanco County, CO","08103","2018","2018",Suppressed,6336,Suppressed
,"Rio Blanco County, CO","08103","2019","2019",Suppressed,6324,Suppressed
,"Rio Blanco County, CO","08103","2020","2020",Suppressed,6342,Suppressed
,"Rio Blanco County, CO","08103","2021","2021",Suppressed,6476,Suppressed
,"Rio Blanco County, CO","08103","2022","2022",0,6569,Unreliable
,"Rio Blanco County, CO","08103","2023 ","2023",Suppressed,6569,Suppressed
,"Rio Grande County, CO","08105","2018","2018",Suppressed,11250,Suppressed
,"Rio Grande County, CO","08105","2019","2019",Suppressed,11267,Suppressed
,"Rio Grande County, CO","08105","2020","2020",Suppressed,11296,Suppressed
,"Rio Grande County, CO","08105","2021","2021",Suppressed,11408,Suppressed
,"Rio Grande County, CO","08105","2022","2022",Suppressed,11325,Suppressed
,"Rio Grande County, CO","08105","2023 ","2023",Suppressed,11188,Suppressed
,"Routt County, CO","08107","2018","2018",Suppressed,25733,Suppressed
,"Routt County, CO","08107","2019","2019",Suppressed,25638,Suppressed
,"Routt County, CO","08107","2020","2020",Suppressed,25560,Suppressed
,"Routt County, CO","08107","2021","2021",Suppressed,25091,Suppressed
,"Routt County, CO","08107","2022","2022",Suppressed,25007,Suppressed
,"Routt County, CO","08107","2023 ","2023",Suppressed,25064,Suppressed
,"Saguache County, CO","08109","2018","2018",Suppressed,6843,Suppressed
,"Saguache County, CO","08109","2019","2019",Suppressed,6824,Suppressed
,"Saguache County, CO","08109","2020","2020",Suppressed,6938,Suppressed
,"Saguache County, CO","08109","2021","2021",Suppressed,6471,Suppressed
,"Saguache County, CO","08109","2022","2022",Suppressed,6623,Suppressed
,"Saguache County, CO","08109","2023 ","2023",0,6688,Unreliable
,"San Juan County, CO","08111","2018","2018",0,762,Unreliable
,"San Juan County, CO","08111","2019","2019",Suppressed,728,Suppressed
,"San Juan County, CO","08111","2020","2020",Suppressed,748,Suppressed
,"San Juan County, CO","08111","2021","2021",0,733,Unreliable
,"San Juan County, CO","08111","2022","2022",0,803,Unreliable
,"San Juan County, CO","08111","2023 ","2023",0,802,Unreliable
,"San Miguel County, CO","08113","2018","2018",Suppressed,8191,Suppressed
,"San Miguel County, CO","08113","2019","2019",0,8179,Unreliable
,"San Miguel County, CO","08113","2020","2020",Suppressed,8105,Suppressed
,"San Miguel County, CO","08113","2021","2021",Suppressed,8074,Suppressed
,"San Miguel County, CO","08113","2022","2022",Suppressed,8003,Suppressed
,"San Miguel County, CO","08113","2023 ","2023",Suppressed,7868,Suppressed
,"Sedgwick County, CO","08115","2018","2018",0,2303,Unreliable
,"Sedgwick County, CO","08115","2019","2019",Suppressed,2248,Suppressed
,"Sedgwick County, CO","08115","2020","2020",Suppressed,2260,Suppressed
,"Sedgwick County, CO","08115","2021","2021",0,2336,Unreliable
,"Sedgwick County, CO","08115","2022","2022",Suppressed,2295,Suppressed
,"Sedgwick County, CO","08115","2023 ","2023",0,2299,Unreliable
,"Summit County, CO","08117","2018","2018",Suppressed,31007,Suppressed
,"Summit County, CO","08117","2019","2019",Suppressed,31011,Suppressed
,"Summit County, CO","08117","2020","2020",Suppressed,30631,Suppressed
,"Summit County, CO","08117","2021","2021",Suppressed,30941,Suppressed
,"Summit County, CO","08117","2022","2022",Suppressed,30565,Suppressed
,"Summit County, CO","08117","2023 ","2023",Suppressed,30465,Suppressed
,"Teller County, CO","08119","2018","2018",Suppressed,25083,Suppressed
,"Teller County, CO","08119","2019","2019",Suppressed,25388,Suppressed
,"Teller County, CO","08119","2020","2020",17,25529,Unreliable
,"Teller County, CO","08119","2021","2021",15,24926,Unreliable
,"Teller County, CO","08119","2022","2022",Suppressed,24857,Suppressed
,"Teller County, CO","08119","2023 ","2023",Suppressed,24617,Suppressed
,"Washington County, CO","08121","2018","2018",Suppressed,4909,Suppressed
,"Washington County, CO","08121","2019","2019",Suppressed,4908,Suppressed
,"Washington County, CO","08121","2020","2020",Suppressed,4875,Suppressed
,"Washington County, CO","08121","2021","2021",Suppressed,4861,Suppressed
,"Washington County, CO","08121","2022","2022",Suppressed,4812,Suppressed
,"Washington County, CO","08121","2023 ","2023",Suppressed,4855,Suppressed
,"Weld County, CO","08123","2018","2018",60,314305,19.089737675
,"Weld County, CO","08123","2019","2019",71,324492,21.880354523
,"Weld County, CO","08123","2020","2020",55,333983,16.467904055
,"Weld County, CO","08123","2021","2021",48,340036,14.116152407
,"Weld County, CO","08123","2022","2022",66,350176,18.847665174
,"Weld County, CO","08123","2023 ","2023",65,359442,18.083585112
,"Yuma County, CO","08125","2018","2018",0,10020,Unreliable
,"Yuma County, CO","08125","2019","2019",Suppressed,10019,Suppressed
,"Yuma County, CO","08125","2020","2020",Suppressed,10047,Suppressed
,"Yuma County, CO","08125","2021","2021",Suppressed,9941,Suppressed
,"Yuma County, CO","08125","2022","2022",Suppressed,9899,Suppressed
,"Yuma County, CO","08125","2023 ","2023",0,9862,Unreliable
,"Fairfield County, CT","09001","2018","2018",72,943823,7.628548997
,"Fairfield County, CT","09001","2019","2019",90,943332,9.540649527
,"Fairfield County, CT","09001","2020","2020",87,942426,9.231494038
,"Fairfield County, CT","09001","2021","2021",81,959768,8.439539555
,"Fairfield County, CT","09001","2022","2022",95,Not Available,Not Available
,"Fairfield County, CT","09001","2023 ","2023",71,Not Available,Not Available
,"Hartford County, CT","09003","2018","2018",105,892697,11.762109652
,"Hartford County, CT","09003","2019","2019",108,891720,12.111425111
,"Hartford County, CT","09003","2020","2020",87,889226,9.783789498
,"Hartford County, CT","09003","2021","2021",92,896854,10.258079910
,"Hartford County, CT","09003","2022","2022",102,Not Available,Not Available
,"Hartford County, CT","09003","2023 ","2023",86,Not Available,Not Available
,"Litchfield County, CT","09005","2018","2018",36,181111,19.877312808
,"Litchfield County, CT","09005","2019","2019",24,180333,13.308712216
,"Litchfield County, CT","09005","2020","2020",21,179610,11.691999332
,"Litchfield County, CT","09005","2021","2021",35,185000,18.918918919
,"Litchfield County, CT","09005","2022","2022",26,Not Available,Not Available
,"Litchfield County, CT","09005","2023 ","2023",25,Not Available,Not Available
,"Middlesex County, CT","09007","2018","2018",28,162682,17.211492359
,"Middlesex County, CT","09007","2019","2019",31,162436,19.084439410
,"Middlesex County, CT","09007","2020","2020",19,161657,Unreliable
,"Middlesex County, CT","09007","2021","2021",20,164759,12.138942334
,"Middlesex County, CT","09007","2022","2022",15,Not Available,Unreliable
,"Middlesex County, CT","09007","2023 ","2023",16,Not Available,Unreliable
,"New Haven County, CT","09009","2018","2018",108,857620,12.592989902
,"New Haven County, CT","09009","2019","2019",95,854757,11.114269904
,"New Haven County, CT","09009","2020","2020",80,851948,9.390244475
,"New Haven County, CT","09009","2021","2021",102,863700,11.809656131
,"New Haven County, CT","09009","2022","2022",85,Not Available,Not Available
,"New Haven County, CT","09009","2023 ","2023",99,Not Available,Not Available
,"New London County, CT","09011","2018","2018",31,266784,11.619887250
,"New London County, CT","09011","2019","2019",44,265206,16.590876526
,"New London County, CT","09011","2020","2020",35,264999,13.207597010
,"New London County, CT","09011","2021","2021",35,268805,13.020591135
,"New London County, CT","09011","2022","2022",43,Not Available,Not Available
,"New London County, CT","09011","2023 ","2023",34,Not Available,Not Available
,"Tolland County, CT","09013","2018","2018",23,150921,15.239761200
,"Tolland County, CT","09013","2019","2019",25,150721,16.586938781
,"Tolland County, CT","09013","2020","2020",17,150600,Unreliable
,"Tolland County, CT","09013","2021","2021",24,150293,15.968807596
,"Tolland County, CT","09013","2022","2022",15,Not Available,Unreliable
,"Tolland County, CT","09013","2023 ","2023",Suppressed,Not Available,Suppressed
,"Windham County, CT","09015","2018","2018",18,117027,Unreliable
,"Windham County, CT","09015","2019","2019",18,116782,Unreliable
,"Windham County, CT","09015","2020","2020",20,116540,17.161489617
,"Windham County, CT","09015","2021","2021",15,116418,Unreliable
,"Windham County, CT","09015","2022","2022",20,Not Available,Not Available
,"Windham County, CT","09015","2023 ","2023",20,Not Available,Not Available
,"Kent County, DE","10001","2018","2018",25,178550,14.001680202
,"Kent County, DE","10001","2019","2019",23,180786,12.722224066
,"Kent County, DE","10001","2020","2020",22,183643,11.979765088
,"Kent County, DE","10001","2021","2021",33,184149,17.920271085
,"Kent County, DE","10001","2022","2022",27,186946,14.442673285
,"Kent County, DE","10001","2023 ","2023",30,189789,15.807027805
,"New Castle County, DE","10003","2018","2018",61,559335,10.905807790
,"New Castle County, DE","10003","2019","2019",63,558753,11.275107248
,"New Castle County, DE","10003","2020","2020",71,561531,12.644003626
,"New Castle County, DE","10003","2021","2021",74,571708,12.943670545
,"New Castle County, DE","10003","2022","2022",72,575494,12.510990558
,"New Castle County, DE","10003","2023 ","2023",72,578592,12.444001991
,"Sussex County, DE","10005","2018","2018",28,229286,12.211822789
,"Sussex County, DE","10005","2019","2019",25,234225,10.673497705
,"Sussex County, DE","10005","2020","2020",32,241635,13.243114615
,"Sussex County, DE","10005","2021","2021",31,247527,12.523886283
,"Sussex County, DE","10005","2022","2022",33,255956,12.892840957
,"Sussex County, DE","10005","2023 ","2023",43,263509,16.318228220
,"District of Columbia, DC","11001","2018","2018",57,702455,8.114398787
,"District of Columbia, DC","11001","2019","2019",45,705749,6.376204571
,"District of Columbia, DC","11001","2020","2020",40,712816,5.611546318
,"District of Columbia, DC","11001","2021","2021",53,670050,7.909857473
,"District of Columbia, DC","11001","2022","2022",46,671803,6.847245398
,"District of Columbia, DC","11001","2023 ","2023",52,678972,7.658636880
,"Alachua County, FL","12001","2018","2018",42,269956,15.558090948
,"Alachua County, FL","12001","2019","2019",31,269043,11.522321711
,"Alachua County, FL","12001","2020","2020",32,271218,11.798626935
,"Alachua County, FL","12001","2021","2021",39,279238,13.966580480
,"Alachua County, FL","12001","2022","2022",40,284030,14.083019399
,"Alachua County, FL","12001","2023 ","2023",44,285994,15.384938146
,"Baker County, FL","12003","2018","2018",Suppressed,28355,Suppressed
,"Baker County, FL","12003","2019","2019",Suppressed,29210,Suppressed
,"Baker County, FL","12003","2020","2020",Suppressed,29566,Suppressed
,"Baker County, FL","12003","2021","2021",Suppressed,28715,Suppressed
,"Baker County, FL","12003","2022","2022",Suppressed,27803,Suppressed
,"Baker County, FL","12003","2023 ","2023",Suppressed,28368,Suppressed
,"Bay County, FL","12005","2018","2018",52,185287,28.064570099
,"Bay County, FL","12005","2019","2019",35,174705,20.033771214
,"Bay County, FL","12005","2020","2020",43,171322,25.098936505
,"Bay County, FL","12005","2021","2021",38,179168,21.209144490
,"Bay County, FL","12005","2022","2022",47,185134,25.387016971
,"Bay County, FL","12005","2023 ","2023",37,190769,19.395184752
,"Bradford County, FL","12007","2018","2018",Suppressed,27732,Suppressed
,"Bradford County, FL","12007","2019","2019",Suppressed,28201,Suppressed
,"Bradford County, FL","12007","2020","2020",Suppressed,28593,Suppressed
,"Bradford County, FL","12007","2021","2021",Suppressed,28540,Suppressed
,"Bradford County, FL","12007","2022","2022",Suppressed,27313,Suppressed
,"Bradford County, FL","12007","2023 ","2023",Suppressed,27858,Suppressed
,"Brevard County, FL","12009","2018","2018",130,596849,21.781053499
,"Brevard County, FL","12009","2019","2019",143,601942,23.756441651
,"Brevard County, FL","12009","2020","2020",117,608459,19.228904495
,"Brevard County, FL","12009","2021","2021",138,616628,22.379781651
,"Brevard County, FL","12009","2022","2022",113,630693,17.916799457
,"Brevard County, FL","12009","2023 ","2023",151,643979,23.447969577
,"Broward County, FL","12011","2018","2018",260,1951260,13.324723512
,"Broward County, FL","12011","2019","2019",241,1952778,12.341392621
,"Broward County, FL","12011","2020","2020",222,1958105,11.337492116
,"Broward County, FL","12011","2021","2021",240,1930983,12.428902792
,"Broward County, FL","12011","2022","2022",230,1947026,11.812887963
,"Broward County, FL","12011","2023 ","2023",218,1962531,11.108104789
,"Calhoun County, FL","12013","2018","2018",Suppressed,14587,Suppressed
,"Calhoun County, FL","12013","2019","2019",Suppressed,14105,Suppressed
,"Calhoun County, FL","12013","2020","2020",Suppressed,14078,Suppressed
,"Calhoun County, FL","12013","2021","2021",Suppressed,13641,Suppressed
,"Calhoun County, FL","12013","2022","2022",0,13464,Unreliable
,"Calhoun County, FL","12013","2023 ","2023",Suppressed,13470,Suppressed
,"Charlotte County, FL","12015","2018","2018",35,184998,18.919123450
,"Charlotte County, FL","12015","2019","2019",50,188910,26.467630088
,"Charlotte County, FL","12015","2020","2020",37,194711,19.002521686
,"Charlotte County, FL","12015","2021","2021",50,194843,25.661686589
,"Charlotte County, FL","12015","2022","2022",50,202661,24.671742466
,"Charlotte County, FL","12015","2023 ","2023",55,206134,26.681673086
,"Citrus County, FL","12017","2018","2018",51,147929,34.475998621
,"Citrus County, FL","12017","2019","2019",46,149657,30.736951830
,"Citrus County, FL","12017","2020","2020",38,153010,24.834978106
,"Citrus County, FL","12017","2021","2021",55,158083,34.791849851
,"Citrus County, FL","12017","2022","2022",55,162529,33.840114687
,"Citrus County, FL","12017","2023 ","2023",68,166696,40.792820464
,"Clay County, FL","12019","2018","2018",41,216072,18.975156429
,"Clay County, FL","12019","2019","2019",43,219252,19.612135807
,"Clay County, FL","12019","2020","2020",30,221770,13.527528521
,"Clay County, FL","12019","2021","2021",45,222361,20.237361768
,"Clay County, FL","12019","2022","2022",46,226589,20.301073750
,"Clay County, FL","12019","2023 ","2023",42,232439,18.069256880
,"Collier County, FL","12021","2018","2018",55,378488,14.531504301
,"Collier County, FL","12021","2019","2019",48,384902,12.470706829
,"Collier County, FL","12021","2020","2020",61,392973,15.522694943
,"Collier County, FL","12021","2021","2021",62,385980,16.063008446
,"Collier County, FL","12021","2022","2022",54,397994,13.568043739
,"Collier County, FL","12021","2023 ","2023",68,404310,16.818777671
,"Columbia County, FL","12023","2018","2018",18,70503,Unreliable
,"Columbia County, FL","12023","2019","2019",21,71686,29.294422900
,"Columbia County, FL","12023","2020","2020",16,72654,Unreliable
,"Columbia County, FL","12023","2021","2021",16,70385,Unreliable
,"Columbia County, FL","12023","2022","2022",12,71908,Unreliable
,"Columbia County, FL","12023","2023 ","2023",11,73063,Unreliable
,"DeSoto County, FL","12027","2018","2018",Suppressed,37489,Suppressed
,"DeSoto County, FL","12027","2019","2019",Suppressed,38001,Suppressed
,"DeSoto County, FL","12027","2020","2020",Suppressed,38520,Suppressed
,"DeSoto County, FL","12027","2021","2021",Suppressed,34408,Suppressed
,"DeSoto County, FL","12027","2022","2022",Suppressed,35312,Suppressed
,"DeSoto County, FL","12027","2023 ","2023",Suppressed,35979,Suppressed
,"Dixie County, FL","12029","2018","2018",Suppressed,16700,Suppressed
,"Dixie County, FL","12029","2019","2019",Suppressed,16826,Suppressed
,"Dixie County, FL","12029","2020","2020",Suppressed,17057,Suppressed
,"Dixie County, FL","12029","2021","2021",Suppressed,17102,Suppressed
,"Dixie County, FL","12029","2022","2022",Suppressed,17124,Suppressed
,"Dixie County, FL","12029","2023 ","2023",Suppressed,17465,Suppressed
,"Duval County, FL","12031","2018","2018",166,950181,17.470355648
,"Duval County, FL","12031","2019","2019",179,957755,18.689539600
,"Duval County, FL","12031","2020","2020",159,966728,16.447232313
,"Duval County, FL","12031","2021","2021",141,999935,14.100916560
,"Duval County, FL","12031","2022","2022",182,1016536,17.903940441
,"Duval County, FL","12031","2023 ","2023",185,1030822,17.946842423
,"Escambia County, FL","12033","2018","2018",51,315534,16.163075928
,"Escambia County, FL","12033","2019","2019",53,318316,16.650121263
,"Escambia County, FL","12033","2020","2020",67,322364,20.783958506
,"Escambia County, FL","12033","2021","2021",64,322390,19.851732374
,"Escambia County, FL","12033","2022","2022",64,324878,19.699702658
,"Escambia County, FL","12033","2023 ","2023",64,326928,19.576175794
,"Flagler County, FL","12035","2018","2018",29,112067,25.877376926
,"Flagler County, FL","12035","2019","2019",25,115081,21.723829303
,"Flagler County, FL","12035","2020","2020",25,118451,21.105773696
,"Flagler County, FL","12035","2021","2021",25,120932,20.672774782
,"Flagler County, FL","12035","2022","2022",23,126705,18.152401247
,"Flagler County, FL","12035","2023 ","2023",21,131439,15.976993130
,"Franklin County, FL","12037","2018","2018",Suppressed,11736,Suppressed
,"Franklin County, FL","12037","2019","2019",Suppressed,12125,Suppressed
,"Franklin County, FL","12037","2020","2020",0,12201,Unreliable
,"Franklin County, FL","12037","2021","2021",Suppressed,12572,Suppressed
,"Franklin County, FL","12037","2022","2022",Suppressed,12498,Suppressed
,"Franklin County, FL","12037","2023 ","2023",Suppressed,12594,Suppressed
,"Gadsden County, FL","12039","2018","2018",Suppressed,45894,Suppressed
,"Gadsden County, FL","12039","2019","2019",13,45660,Unreliable
,"Gadsden County, FL","12039","2020","2020",Suppressed,45277,Suppressed
,"Gadsden County, FL","12039","2021","2021",Suppressed,43714,Suppressed
,"Gadsden County, FL","12039","2022","2022",Suppressed,43403,Suppressed
,"Gadsden County, FL","12039","2023 ","2023",Suppressed,43833,Suppressed
,"Gilchrist County, FL","12041","2018","2018",Suppressed,18256,Suppressed
,"Gilchrist County, FL","12041","2019","2019",Suppressed,18582,Suppressed
,"Gilchrist County, FL","12041","2020","2020",Suppressed,18885,Suppressed
,"Gilchrist County, FL","12041","2021","2021",Suppressed,18360,Suppressed
,"Gilchrist County, FL","12041","2022","2022",Suppressed,18992,Suppressed
,"Gilchrist County, FL","12041","2023 ","2023",Suppressed,19587,Suppressed
