Notes,County,County Code,Year,Year Code,Deaths,Population,Crude Rate
,"Phillips County, CO",8095.0,2023.0,2023.0,0.0,4476,0.00
,"Pitkin County, CO",8097.0,2018.0,2018.0,402.0,17950,2.24
,"Pitkin County, CO",8097.0,2019.0,2019.0,233.0,17767,1.31
,"Pitkin County, CO",8097.0,2020.0,2020.0,322.0,17894,1.80
,"Pitkin County, CO",8097.0,2021.0,2021.0,296.0,17348,1.71
,"Pitkin County, CO",8097.0,2022.0,2022.0,414.0,16876,2.46
,"Pitkin County, CO",8097.0,2023.0,2023.0,162.0,16640,0.97
,"Prowers County, CO",8099.0,2018.0,2018.0,213.0,12164,1.75
,"Prowers County, CO",8099.0,2019.0,2019.0,328.0,12172,2.70
,"Prowers County, CO",8099.0,2020.0,2020.0,141.0,12106,1.17
,"Prowers County, CO",8099.0,2021.0,2021.0,136.0,11996,1.13
,"Prowers County, CO",8099.0,2022.0,2022.0,276.0,11854,2.33
,"Prowers County, CO",8099.0,2023.0,2023.0,335.0,11751,2.85
,"Pueblo County, CO",8101.0,2018.0,2018.0,44.0,167529,26.26
,"Pueblo County, CO",8101.0,2019.0,2019.0,51.0,168424,30.28
,"Pueblo County, CO",8101.0,2020.0,2020.0,69.0,169823,40.63
,"Pueblo County, CO",8101.0,2021.0,2021.0,71.0,169622,41.86
,"Pueblo County, CO",8101.0,2022.0,2022.0,74.0,169544,43.65
,"Pueblo County, CO",8101.0,2023.0,2023.0,70.0,169422,41.32
,"Rio Blanco County, CO",8103.0,2018.0,2018.0,0.0,6336,0.00
,"Rio Blanco County, CO",8103.0,2019.0,2019.0,0.0,6324,0.00
,"Rio Blanco County, CO",8103.0,2020.0,2020.0,0.0,6342,0.00
,"Rio Blanco County, CO",8103.0,2021.0,2021.0,0.0,6476,0.00
,"Rio Blanco County, CO",8103.0,2022.0,2022.0,0.0,6569,0.00
,"Rio Blanco County, CO",8103.0,2023.0,2023.0,0.0,6569,0.00
,"Rio Grande County, CO",8105.0,2018.0,2018.0,183.0,11250,1.62
,"Rio Grande County, CO",8105.0,2019.0,2019.0,114.0,11267,1.01
,"Rio Grande County, CO",8105.0,2020.0,2020.0,325.0,11296,2.88
,"Rio Grande County, CO",8105.0,2021.0,2021.0,326.0,11408,2.86
,"Rio Grande County, CO",8105.0,2022.0,2022.0,214.0,11325,1.89
,"Rio Grande County, CO",8105.0,2023.0,2023.0,297.0,11188,2.65
,"Routt County, CO",8107.0,2018.0,2018.0,276.0,25733,1.07
,"Routt County, CO",8107.0,2019.0,2019.0,528.0,25638,2.06
,"Routt County, CO",8107.0,2020.0,2020.0,264.0,25560,1.03
,"Routt County, CO",8107.0,2021.0,2021.0,159.0,25091,0.63
,"Routt County, CO",8107.0,2022.0,2022.0,692.0,25007,2.77
,"Routt County, CO",8107.0,2023.0,2023.0,206.0,25064,0.82
,"Saguache County, CO",8109.0,2018.0,2018.0,62.0,6843,0.90
,"Saguache County, CO",8109.0,2019.0,2019.0,48.0,6824,0.70
,"Saguache County, CO",8109.0,2020.0,2020.0,116.0,6938,1.67
,"Saguache County, CO",8109.0,2021.0,2021.0,60.0,6471,0.93
,"Saguache County, CO",8109.0,2022.0,2022.0,120.0,6623,1.82
,"Saguache County, CO",8109.0,2023.0,2023.0,76.0,6688,1.14
,"San Juan County, CO",8111.0,2018.0,2018.0,0.0,762,0.00
,"San Juan County, CO",8111.0,2019.0,2019.0,0.0,728,0.00
,"San Juan County, CO",8111.0,2020.0,2020.0,0.0,748,0.00
,"San Juan County, CO",8111.0,2021.0,2021.0,0.0,733,0.00
,"San Juan County, CO",8111.0,2022.0,2022.0,0.0,803,0.00
,"San Juan County, CO",8111.0,2023.0,2023.0,0.0,802,0.00
,"San Miguel County, CO",8113.0,2018.0,2018.0,0.0,8191,0.00
,"San Miguel County, CO",8113.0,2019.0,2019.0,0.0,8179,0.00
,"San Miguel County, CO",8113.0,2020.0,2020.0,0.0,8105,0.00
,"San Miguel County, CO",8113.0,2021.0,2021.0,0.0,8074,0.00
,"San Miguel County, CO",8113.0,2022.0,2022.0,0.0,8003,0.00
,"San Miguel County, CO",8113.0,2023.0,2023.0,0.0,7868,0.00
,"Sedgwick County, CO",8115.0,2018.0,2018.0,0.0,2303,0.00
,"Sedgwick County, CO",8115.0,2019.0,2019.0,0.0,2248,0.00
,"Sedgwick County, CO",8115.0,2020.0,2020.0,0.0,2260,0.00
,"Sedgwick County, CO",8115.0,2021.0,2021.0,0.0,2336,0.00
,"Sedgwick County, CO",8115.0,2022.0,2022.0,0.0,2295,0.00
,"Sedgwick County, CO",8115.0,2023.0,2023.0,0.0,2299,0.00
,"Summit County, CO",8117.0,2018.0,2018.0,344.0,31007,1.11
,"Summit County, CO",8117.0,2019.0,2019.0,615.0,31011,1.98
,"Summit County, CO",8117.0,2020.0,2020.0,682.0,30631,2.23
,"Summit County, CO",8117.0,2021.0,2021.0,533.0,30941,1.72
,"Summit County, CO",8117.0,2022.0,2022.0,275.0,30565,0.90
,"Summit County, CO",8117.0,2023.0,2023.0,490.0,30465,1.61
,"Teller County, CO",8119.0,2018.0,2018.0,191.0,25083,0.76
,"Teller County, CO",8119.0,2019.0,2019.0,352.0,25388,1.39
,"Teller County, CO",8119.0,2020.0,2020.0,284.0,25529,1.11
,"Teller County, CO",8119.0,2021.0,2021.0,669.0,24926,2.68
,"Teller County, CO",8119.0,2022.0,2022.0,371.0,24857,1.49
,"Teller County, CO",8119.0,2023.0,2023.0,279.0,24617,1.13
,"Washington County, CO",8121.0,2018.0,2018.0,0.0,4909,0.00
,"Washington County, CO",8121.0,2019.0,2019.0,0.0,4908,0.00
,"Washington County, CO",8121.0,2020.0,2020.0,0.0,4875,0.00
,"Washington County, CO",8121.0,2021.0,2021.0,0.0,4861,0.00
,"Washington County, CO",8121.0,2022.0,2022.0,0.0,4812,0.00
,"Washington County, CO",8121.0,2023.0,2023.0,0.0,4855,0.00
,"Weld County, CO",8123.0,2018.0,2018.0,37.0,314305,11.77
,"Weld County, CO",8123.0,2019.0,2019.0,47.0,324492,14.48
,"Weld County, CO",8123.0,2020.0,2020.0,48.0,333983,14.37
,"Weld County, CO",8123.0,2021.0,2021.0,93.0,340036,27.35
,"Weld County, CO",8123.0,2022.0,2022.0,70.0,350176,19.99
,"Weld County, CO",8123.0,2023.0,2023.0,55.0,359442,15.30
,"Yuma County, CO",8125.0,2018.0,2018.0,0.0,10020,0.00
,"Yuma County, CO",8125.0,2019.0,2019.0,0.0,10019,0.00
,"Yuma County, CO",8125.0,2020.0,2020.0,0.0,10047,0.00
,"Yuma County, CO",8125.0,2021.0,2021.0,0.0,9941,0.00
,"Yuma County, CO",8125.0,2022.0,2022.0,0.0,9899,0.00
,"Yuma County, CO",8125.0,2023.0,2023.0,0.0,9862,0.00
,"Fairfield County, CT",9001.0,2018.0,2018.0,175.0,943823,18.54
,"Fairfield County, CT",9001.0,2019.0,2019.0,186.0,943332,19.72
,"Fairfield County, CT",9001.0,2020.0,2020.0,230.0,942426,24.41
,"Fairfield County, CT",9001.0,2021.0,2021.0,251.0,959768,26.15
,"Fairfield County, CT",9001.0,2022.0,2022.0,266.0,Not Available,21.86
,"Fairfield County, CT",9001.0,2023.0,2023.0,259.0,Not Available,21.00
,"Hartford County, CT",9003.0,2018.0,2018.0,299.0,892697,33.49
,"Hartford County, CT",9003.0,2019.0,2019.0,336.0,891720,37.68
,"Hartford County, CT",9003.0,2020.0,2020.0,373.0,889226,41.95
,"Hartford County, CT",9003.0,2021.0,2021.0,415.0,896854,46.27
,"Hartford County, CT",9003.0,2022.0,2022.0,393.0,Not Available,39.89
,"Hartford County, CT",9003.0,2023.0,2023.0,365.0,Not Available,41.11
,"Litchfield County, CT",9005.0,2018.0,2018.0,74.0,181111,40.86
,"Litchfield County, CT",9005.0,2019.0,2019.0,73.0,180333,40.48
,"Litchfield County, CT",9005.0,2020.0,2020.0,77.0,179610,42.87
,"Litchfield County, CT",9005.0,2021.0,2021.0,62.0,185000,33.51
,"Litchfield County, CT",9005.0,2022.0,2022.0,66.0,Not Available,38.67
,"Litchfield County, CT",9005.0,2023.0,2023.0,54.0,Not Available,36.50
,"Middlesex County, CT",9007.0,2018.0,2018.0,60.0,162682,36.88
,"Middlesex County, CT",9007.0,2019.0,2019.0,47.0,162436,28.93
,"Middlesex County, CT",9007.0,2020.0,2020.0,57.0,161657,35.26
,"Middlesex County, CT",9007.0,2021.0,2021.0,60.0,164759,36.42
,"Middlesex County, CT",9007.0,2022.0,2022.0,40.0,Not Available,36.59
,"Middlesex County, CT",9007.0,2023.0,2023.0,50.0,Not Available,33.25
,"New Haven County, CT",9009.0,2018.0,2018.0,253.0,857620,29.50
,"New Haven County, CT",9009.0,2019.0,2019.0,341.0,854757,39.89
,"New Haven County, CT",9009.0,2020.0,2020.0,416.0,851948,48.83
,"New Haven County, CT",9009.0,2021.0,2021.0,504.0,863700,58.35
,"New Haven County, CT",9009.0,2022.0,2022.0,489.0,Not Available,47.10
,"New Haven County, CT",9009.0,2023.0,2023.0,435.0,Not Available,47.99
,"New London County, CT",9011.0,2018.0,2018.0,93.0,266784,34.86
,"New London County, CT",9011.0,2019.0,2019.0,111.0,265206,41.85
,"New London County, CT",9011.0,2020.0,2020.0,118.0,264999,44.53
,"New London County, CT",9011.0,2021.0,2021.0,140.0,268805,52.08
,"New London County, CT",9011.0,2022.0,2022.0,134.0,Not Available,41.83
,"New London County, CT",9011.0,2023.0,2023.0,78.0,Not Available,44.68
,"Tolland County, CT",9013.0,2018.0,2018.0,43.0,150921,28.49
,"Tolland County, CT",9013.0,2019.0,2019.0,33.0,150721,21.89
,"Tolland County, CT",9013.0,2020.0,2020.0,53.0,150600,35.19
,"Tolland County, CT",9013.0,2021.0,2021.0,41.0,150293,27.28
,"Tolland County, CT",9013.0,2022.0,2022.0,27.0,Not Available,28.50
,"Tolland County, CT",9013.0,2023.0,2023.0,30.0,Not Available,28.42
,"Windham County, CT",9015.0,2018.0,2018.0,41.0,117027,35.03
,"Windham County, CT",9015.0,2019.0,2019.0,55.0,116782,47.10
,"Windham County, CT",9015.0,2020.0,2020.0,51.0,116540,43.76
,"Windham County, CT",9015.0,2021.0,2021.0,50.0,116418,42.95
,"Windham County, CT",9015.0,2022.0,2022.0,51.0,Not Available,40.38
,"Windham County, CT",9015.0,2023.0,2023.0,43.0,Not Available,43.58
,"Kent County, DE",10001.0,2018.0,2018.0,64.0,178550,35.84
,"Kent County, DE",10001.0,2019.0,2019.0,62.0,180786,34.29
,"Kent County, DE",10001.0,2020.0,2020.0,65.0,183643,35.39
,"Kent County, DE",10001.0,2021.0,2021.0,99.0,184149,53.76
,"Kent County, DE",10001.0,2022.0,2022.0,96.0,186946,51.35
,"Kent County, DE",10001.0,2023.0,2023.0,103.0,189789,54.27
,"New Castle County, DE",10003.0,2018.0,2018.0,249.0,559335,44.52
,"New Castle County, DE",10003.0,2019.0,2019.0,263.0,558753,47.07
,"New Castle County, DE",10003.0,2020.0,2020.0,254.0,561531,45.23
,"New Castle County, DE",10003.0,2021.0,2021.0,314.0,571708,54.92
,"New Castle County, DE",10003.0,2022.0,2022.0,320.0,575494,55.60
,"New Castle County, DE",10003.0,2023.0,2023.0,281.0,578592,48.57
,"Sussex County, DE",10005.0,2018.0,2018.0,88.0,229286,38.38
,"Sussex County, DE",10005.0,2019.0,2019.0,105.0,234225,44.83
,"Sussex County, DE",10005.0,2020.0,2020.0,119.0,241635,49.25
,"Sussex County, DE",10005.0,2021.0,2021.0,105.0,247527,42.42
,"Sussex County, DE",10005.0,2022.0,2022.0,132.0,255956,51.57
,"Sussex County, DE",10005.0,2023.0,2023.0,133.0,263509,50.47
,"District of Columbia, DC",11001.0,2018.0,2018.0,260.0,702455,37.01
,"District of Columbia, DC",11001.0,2019.0,2019.0,312.0,705749,44.21
,"District of Columbia, DC",11001.0,2020.0,2020.0,426.0,712816,59.76
,"District of Columbia, DC",11001.0,2021.0,2021.0,459.0,670050,68.50
,"District of Columbia, DC",11001.0,2022.0,2022.0,462.0,671803,68.77
,"District of Columbia, DC",11001.0,2023.0,2023.0,433.0,678972,63.77
,"Alachua County, FL",12001.0,2018.0,2018.0,25.0,269956,9.26
,"Alachua County, FL",12001.0,2019.0,2019.0,37.0,269043,13.75
,"Alachua County, FL",12001.0,2020.0,2020.0,47.0,271218,17.33
,"Alachua County, FL",12001.0,2021.0,2021.0,50.0,279238,17.91
,"Alachua County, FL",12001.0,2022.0,2022.0,63.0,284030,22.18
,"Alachua County, FL",12001.0,2023.0,2023.0,51.0,285994,17.83
,"Baker County, FL",12003.0,2018.0,2018.0,12.0,28355,0.04
,"Baker County, FL",12003.0,2019.0,2019.0,12.0,29210,0.04
,"Baker County, FL",12003.0,2020.0,2020.0,0.0,29566,0.04
,"Baker County, FL",12003.0,2021.0,2021.0,0.0,28715,0.04
,"Baker County, FL",12003.0,2022.0,2022.0,0.0,27803,0.04
,"Baker County, FL",12003.0,2023.0,2023.0,0.0,28368,0.04
,"Bay County, FL",12005.0,2018.0,2018.0,36.0,185287,19.43
,"Bay County, FL",12005.0,2019.0,2019.0,58.0,174705,33.20
,"Bay County, FL",12005.0,2020.0,2020.0,52.0,171322,30.35
,"Bay County, FL",12005.0,2021.0,2021.0,83.0,179168,46.33
,"Bay County, FL",12005.0,2022.0,2022.0,64.0,185134,34.57
,"Bay County, FL",12005.0,2023.0,2023.0,63.0,190769,33.02
,"Bradford County, FL",12007.0,2018.0,2018.0,11.0,27732,0.04
,"Bradford County, FL",12007.0,2019.0,2019.0,8.0,28201,0.03
,"Bradford County, FL",12007.0,2020.0,2020.0,12.0,28593,0.04
,"Bradford County, FL",12007.0,2021.0,2021.0,0.0,28540,0.04
,"Bradford County, FL",12007.0,2022.0,2022.0,11.0,27313,0.04
,"Bradford County, FL",12007.0,2023.0,2023.0,8.0,27858,0.03
,"Brevard County, FL",12009.0,2018.0,2018.0,248.0,596849,41.55
,"Brevard County, FL",12009.0,2019.0,2019.0,295.0,601942,49.01
,"Brevard County, FL",12009.0,2020.0,2020.0,357.0,608459,58.67
,"Brevard County, FL",12009.0,2021.0,2021.0,332.0,616628,53.84
,"Brevard County, FL",12009.0,2022.0,2022.0,171.0,630693,27.11
,"Brevard County, FL",12009.0,2023.0,2023.0,277.0,643979,43.01
,"Broward County, FL",12011.0,2018.0,2018.0,430.0,1951260,22.04
,"Broward County, FL",12011.0,2019.0,2019.0,496.0,1952778,25.40
,"Broward County, FL",12011.0,2020.0,2020.0,699.0,1958105,35.70
,"Broward County, FL",12011.0,2021.0,2021.0,693.0,1930983,35.89
,"Broward County, FL",12011.0,2022.0,2022.0,650.0,1947026,33.38
,"Broward County, FL",12011.0,2023.0,2023.0,533.0,1962531,27.16
,"Calhoun County, FL",12013.0,2018.0,2018.0,366.0,14587,2.51
,"Calhoun County, FL",12013.0,2019.0,2019.0,391.0,14105,2.77
,"Calhoun County, FL",12013.0,2020.0,2020.0,126.0,14078,0.90
,"Calhoun County, FL",12013.0,2021.0,2021.0,102.0,13641,0.75
,"Calhoun County, FL",12013.0,2022.0,2022.0,98.0,13464,0.72
,"Calhoun County, FL",12013.0,2023.0,2023.0,260.0,13470,1.93
,"Charlotte County, FL",12015.0,2018.0,2018.0,44.2,184998,23.90
,"Charlotte County, FL",12015.0,2019.0,2019.0,27.0,188910,14.29
,"Charlotte County, FL",12015.0,2020.0,2020.0,42.0,194711,21.57
,"Charlotte County, FL",12015.0,2021.0,2021.0,57.0,194843,29.25
,"Charlotte County, FL",12015.0,2022.0,2022.0,58.0,202661,28.62
,"Charlotte County, FL",12015.0,2023.0,2023.0,55.0,206134,26.68
,"Citrus County, FL",12017.0,2018.0,2018.0,52.0,147929,35.15
,"Citrus County, FL",12017.0,2019.0,2019.0,49.0,149657,32.74
,"Citrus County, FL",12017.0,2020.0,2020.0,67.0,153010,43.79
,"Citrus County, FL",12017.0,2021.0,2021.0,97.0,158083,61.36
,"Citrus County, FL",12017.0,2022.0,2022.0,74.0,162529,45.53
,"Citrus County, FL",12017.0,2023.0,2023.0,74.0,166696,44.39
,"Clay County, FL",12019.0,2018.0,2018.0,52.0,216072,24.07
,"Clay County, FL",12019.0,2019.0,2019.0,57.0,219252,26.00
,"Clay County, FL",12019.0,2020.0,2020.0,77.0,221770,34.72
,"Clay County, FL",12019.0,2021.0,2021.0,79.0,222361,35.53
,"Clay County, FL",12019.0,2022.0,2022.0,72.0,226589,31.78
,"Clay County, FL",12019.0,2023.0,2023.0,57.0,232439,24.52
,"Collier County, FL",12021.0,2018.0,2018.0,57.0,378488,15.06
,"Collier County, FL",12021.0,2019.0,2019.0,77.0,384902,20.01
,"Collier County, FL",12021.0,2020.0,2020.0,95.0,392973,24.17
,"Collier County, FL",12021.0,2021.0,2021.0,111.0,385980,28.76
,"Collier County, FL",12021.0,2022.0,2022.0,111.0,397994,27.89
,"Collier County, FL",12021.0,2023.0,2023.0,105.0,404310,25.97
,"Columbia County, FL",12023.0,2018.0,2018.0,24.5,70503,34.68
,"Columbia County, FL",12023.0,2019.0,2019.0,28.8,71686,40.19
,"Columbia County, FL",12023.0,2020.0,2020.0,28.3,72654,38.95
,"Columbia County, FL",12023.0,2021.0,2021.0,28.0,70385,39.78
,"Columbia County, FL",12023.0,2022.0,2022.0,26.9,71908,37.47
,"Columbia County, FL",12023.0,2023.0,2023.0,27.0,73063,36.95
,"DeSoto County, FL",12027.0,2018.0,2018.0,11.0,37489,0.03
,"DeSoto County, FL",12027.0,2019.0,2019.0,0.0,38001,0.03
,"DeSoto County, FL",12027.0,2020.0,2020.0,13.0,38520,0.03
,"DeSoto County, FL",12027.0,2021.0,2021.0,12.0,34408,0.03
,"DeSoto County, FL",12027.0,2022.0,2022.0,0.0,35312,0.03
,"DeSoto County, FL",12027.0,2023.0,2023.0,10.0,35979,0.03
,"Dixie County, FL",12029.0,2018.0,2018.0,11.0,16700,0.07
,"Dixie County, FL",12029.0,2019.0,2019.0,9.0,16826,0.06
,"Dixie County, FL",12029.0,2020.0,2020.0,13.0,17057,0.07
,"Dixie County, FL",12029.0,2021.0,2021.0,13.0,17102,0.08
,"Dixie County, FL",12029.0,2022.0,2022.0,12.0,17124,0.07
,"Dixie County, FL",12029.0,2023.0,2023.0,0.0,17465,0.08
,"Duval County, FL",12031.0,2018.0,2018.0,293.0,950181,30.84
,"Duval County, FL",12031.0,2019.0,2019.0,384.0,957755,40.09
,"Duval County, FL",12031.0,2020.0,2020.0,518.0,966728,53.58
,"Duval County, FL",12031.0,2021.0,2021.0,525.0,999935,52.50
,"Duval County, FL",12031.0,2022.0,2022.0,510.0,1016536,50.17
,"Duval County, FL",12031.0,2023.0,2023.0,443.0,1030822,42.98
,"Escambia County, FL",12033.0,2018.0,2018.0,79.0,315534,25.04
,"Escambia County, FL",12033.0,2019.0,2019.0,97.0,318316,30.47
,"Escambia County, FL",12033.0,2020.0,2020.0,144.0,322364,44.67
,"Escambia County, FL",12033.0,2021.0,2021.0,214.0,322390,66.38
,"Escambia County, FL",12033.0,2022.0,2022.0,245.0,324878,75.41
,"Escambia County, FL",12033.0,2023.0,2023.0,201.0,326928,61.48
,"Flagler County, FL",12035.0,2018.0,2018.0,35.2,112067,31.39
,"Flagler County, FL",12035.0,2019.0,2019.0,28.0,115081,24.33
,"Flagler County, FL",12035.0,2020.0,2020.0,44.0,118451,37.15
,"Flagler County, FL",12035.0,2021.0,2021.0,28.0,120932,23.15
,"Flagler County, FL",12035.0,2022.0,2022.0,44.0,126705,34.73
,"Flagler County, FL",12035.0,2023.0,2023.0,34.0,131439,25.87
,"Franklin County, FL",12037.0,2018.0,2018.0,322.0,11736,2.74
,"Franklin County, FL",12037.0,2019.0,2019.0,289.0,12125,2.38
,"Franklin County, FL",12037.0,2020.0,2020.0,271.0,12201,2.22
,"Franklin County, FL",12037.0,2021.0,2021.0,101.0,12572,0.80
,"Franklin County, FL",12037.0,2022.0,2022.0,361.0,12498,2.89
,"Franklin County, FL",12037.0,2023.0,2023.0,313.0,12594,2.48
,"Gadsden County, FL",12039.0,2018.0,2018.0,12.0,45894,0.03
,"Gadsden County, FL",12039.0,2019.0,2019.0,16.0,45660,0.03
,"Gadsden County, FL",12039.0,2020.0,2020.0,14.0,45277,0.03
,"Gadsden County, FL",12039.0,2021.0,2021.0,15.0,43714,0.03
,"Gadsden County, FL",12039.0,2022.0,2022.0,0.0,43403,0.03
,"Gadsden County, FL",12039.0,2023.0,2023.0,0.0,43833,0.03
,"Gilchrist County, FL",12041.0,2018.0,2018.0,340.0,18256,1.86
,"Gilchrist County, FL",12041.0,2019.0,2019.0,438.0,18582,2.36
,"Gilchrist County, FL",12041.0,2020.0,2020.0,314.0,18885,1.66
,"Gilchrist County, FL",12041.0,2021.0,2021.0,484.0,18360,2.63
,"Gilchrist County, FL",12041.0,2022.0,2022.0,458.0,18992,2.41
,"Gilchrist County, FL",12041.0,2023.0,2023.0,138.0,19587,0.70
,"Glades County, FL",12043.0,2018.0,2018.0,399.0,13724,2.91
,"Glades County, FL",12043.0,2019.0,2019.0,193.0,13811,1.40
,"Glades County, FL",12043.0,2020.0,2020.0,121.0,14198,0.86
,"Glades County, FL",12043.0,2021.0,2021.0,341.0,12234,2.78
,"Glades County, FL",12043.0,2022.0,2022.0,148.0,12454,1.19
,"Glades County, FL",12043.0,2023.0,2023.0,239.0,12786,1.87
,"Gulf County, FL",12045.0,2018.0,2018.0,237.0,16164,1.47
,"Gulf County, FL",12045.0,2019.0,2019.0,84.0,13639,0.61
,"Gulf County, FL",12045.0,2020.0,2020.0,330.0,13534,2.44
,"Gulf County, FL",12045.0,2021.0,2021.0,273.0,14363,1.90
,"Gulf County, FL",12045.0,2022.0,2022.0,188.0,15314,1.23
,"Gulf County, FL",12045.0,2023.0,2023.0,385.0,15693,2.46
,"Hamilton County, FL",12047.0,2018.0,2018.0,0.0,14310,0.00
,"Hamilton County, FL",12047.0,2019.0,2019.0,0.0,14428,0.00
,"Hamilton County, FL",12047.0,2020.0,2020.0,0.0,14521,0.00
,"Hamilton County, FL",12047.0,2021.0,2021.0,0.0,13993,0.00
,"Hamilton County, FL",12047.0,2022.0,2022.0,0.0,13217,0.00
,"Hamilton County, FL",12047.0,2023.0,2023.0,0.0,13471,0.00
,"Hardee County, FL",12049.0,2018.0,2018.0,9.0,27245,0.03
,"Hardee County, FL",12049.0,2019.0,2019.0,9.0,26937,0.03
,"Hardee County, FL",12049.0,2020.0,2020.0,0.0,26822,0.04
,"Hardee County, FL",12049.0,2021.0,2021.0,11.0,25425,0.04
,"Hardee County, FL",12049.0,2022.0,2022.0,9.0,25645,0.04
,"Hardee County, FL",12049.0,2023.0,2023.0,11.0,25760,0.04
,"Hendry County, FL",12051.0,2018.0,2018.0,15.0,41556,0.04
,"Hendry County, FL",12051.0,2019.0,2019.0,13.0,42022,0.03
,"Hendry County, FL",12051.0,2020.0,2020.0,14.0,42813,0.03
,"Hendry County, FL",12051.0,2021.0,2021.0,0.0,40313,0.03
,"Hendry County, FL",12051.0,2022.0,2022.0,0.0,41339,0.03
,"Hendry County, FL",12051.0,2023.0,2023.0,0.0,43333,0.03
,"Hernando County, FL",12053.0,2018.0,2018.0,45.0,190865,23.58
,"Hernando County, FL",12053.0,2019.0,2019.0,52.0,193920,26.82
,"Hernando County, FL",12053.0,2020.0,2020.0,69.0,198792,34.71
,"Hernando County, FL",12053.0,2021.0,2021.0,110.0,200638,54.83
,"Hernando County, FL",12053.0,2022.0,2022.0,95.0,206896,45.92
,"Hernando County, FL",12053.0,2023.0,2023.0,82.0,212807,38.53
,"Highlands County, FL",12055.0,2018.0,2018.0,34.2,105424,32.47
,"Highlands County, FL",12055.0,2019.0,2019.0,35.9,106221,33.80
,"Highlands County, FL",12055.0,2020.0,2020.0,42.0,106639,39.39
,"Highlands County, FL",12055.0,2021.0,2021.0,34.0,103296,32.92
,"Highlands County, FL",12055.0,2022.0,2022.0,36.0,105618,34.09
,"Highlands County, FL",12055.0,2023.0,2023.0,22.0,107614,20.44
,"Hillsborough County, FL",12057.0,2018.0,2018.0,253.0,1436888,17.61
,"Hillsborough County, FL",12057.0,2019.0,2019.0,268.0,1471968,18.21
,"Hillsborough County, FL",12057.0,2020.0,2020.0,488.0,1497957,32.58
,"Hillsborough County, FL",12057.0,2021.0,2021.0,537.0,1478194,36.33
,"Hillsborough County, FL",12057.0,2022.0,2022.0,562.0,1513301,37.14
,"Hillsborough County, FL",12057.0,2023.0,2023.0,481.0,1535564,31.32
,"Holmes County, FL",12059.0,2018.0,2018.0,101.0,19477,0.52
,"Holmes County, FL",12059.0,2019.0,2019.0,387.0,19617,1.97
,"Holmes County, FL",12059.0,2020.0,2020.0,170.0,19594,0.87
,"Holmes County, FL",12059.0,2021.0,2021.0,552.0,19784,2.79
,"Holmes County, FL",12059.0,2022.0,2022.0,148.0,19651,0.75
,"Holmes County, FL",12059.0,2023.0,2023.0,466.0,19944,2.34
,"Indian River County, FL",12061.0,2018.0,2018.0,36.0,157413,22.87
,"Indian River County, FL",12061.0,2019.0,2019.0,28.0,159923,17.51
,"Indian River County, FL",12061.0,2020.0,2020.0,38.0,162518,23.38
,"Indian River County, FL",12061.0,2021.0,2021.0,65.0,163662,39.72
,"Indian River County, FL",12061.0,2022.0,2022.0,48.0,167352,28.68
,"Indian River County, FL",12061.0,2023.0,2023.0,49.0,169795,28.86
,"Jackson County, FL",12063.0,2018.0,2018.0,12.0,48305,0.02
,"Jackson County, FL",12063.0,2019.0,2019.0,10.0,46414,0.02
,"Jackson County, FL",12063.0,2020.0,2020.0,0.0,46085,0.02
,"Jackson County, FL",12063.0,2021.0,2021.0,0.0,47694,0.02
,"Jackson County, FL",12063.0,2022.0,2022.0,0.0,48211,0.02
,"Jackson County, FL",12063.0,2023.0,2023.0,0.0,48622,0.02
,"Jefferson County, FL",12065.0,2018.0,2018.0,314.0,14288,2.20
,"Jefferson County, FL",12065.0,2019.0,2019.0,351.0,14246,2.46
,"Jefferson County, FL",12065.0,2020.0,2020.0,97.0,14543,0.67
,"Jefferson County, FL",12065.0,2021.0,2021.0,105.0,14555,0.72
,"Jefferson County, FL",12065.0,2022.0,2022.0,379.0,15042,2.52
,"Jefferson County, FL",12065.0,2023.0,2023.0,142.0,15450,0.92
,"Lafayette County, FL",12067.0,2018.0,2018.0,0.0,8732,0.00
,"Lafayette County, FL",12067.0,2019.0,2019.0,0.0,8422,0.00
,"Lafayette County, FL",12067.0,2020.0,2020.0,0.0,8482,0.00
,"Lafayette County, FL",12067.0,2021.0,2021.0,0.0,8382,0.00
,"Lafayette County, FL",12067.0,2022.0,2022.0,0.0,7786,0.00
,"Lafayette County, FL",12067.0,2023.0,2023.0,0.0,8078,0.00
,"Lake County, FL",12069.0,2018.0,2018.0,43.0,356495,12.06
,"Lake County, FL",12069.0,2019.0,2019.0,94.0,367118,25.60
,"Lake County, FL",12069.0,2020.0,2020.0,97.0,375492,25.83
,"Lake County, FL",12069.0,2021.0,2021.0,141.0,395804,35.62
,"Lake County, FL",12069.0,2022.0,2022.0,139.0,410139,33.89
,"Lake County, FL",12069.0,2023.0,2023.0,112.0,424462,26.39
,"Lee County, FL",12071.0,2018.0,2018.0,238.0,754610,31.54
,"Lee County, FL",12071.0,2019.0,2019.0,206.0,770577,26.73
,"Lee County, FL",12071.0,2020.0,2020.0,303.0,790767,38.32
,"Lee County, FL",12071.0,2021.0,2021.0,301.0,787976,38.20
,"Lee County, FL",12071.0,2022.0,2022.0,298.0,822453,36.23
,"Lee County, FL",12071.0,2023.0,2023.0,228.0,834573,27.32
,"Leon County, FL",12073.0,2018.0,2018.0,23.0,292502,7.86
,"Leon County, FL",12073.0,2019.0,2019.0,31.0,293582,10.56
